tr30.0;2.8.;64 км 700 м, Трасса СКАНДИНАВИЯ, п.Огоньки, АЗС "ВТК", перед поворотом на Первомайское и Коробицино;А;В СПб;http://elvispiter.ru/images/64%20%D0%BA%D0%BC%20700%20%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%BF.%D0%9E%D0%B3%D0%BE%D0%BD%D1%8C%D0%BA%D0%B8%2C%20%D0%90%D0%97%D0%A1%20%D0%92%D0%A2%D0%9A%2C%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%20%D0%BF%D0%BE%D0%B2%D0%BE%D1%80%D0%BE%D1%82%D0%BE%D0%BC%20%D0%BD%D0%B0%20%D0%9F%D0%B5%D1%80%D0%B2%D0%BE%D0%BC%D0%B0%D0%B9%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B8%20%D0%9A%D0%BE%D1%80%D0%BE%D0%B1%D0%B8%D1%86%D0%B8%D0%BD%D0%BE%2C%20%D0%B2%20%D0%A1%D0%9F%D0%B1%2C%20%D0%90.jpg
tr30.1;2.8.;64 км 700 м, Трасса СКАНДИНАВИЯ, п.Огоньки, АЗС "ВТК", перед поворотом на Первомайское и Коробицино;Б;Из СПб;http://elvispiter.ru/images/64%20%D0%BA%D0%BC%20700%D0%BC%20%D0%B1.jpg
tr31.0;2.9.;64 км 800 м, Трасса СКАНДИНАВИЯ, п.Огоньки, АЗС "ВТК", перед поворотом на Первомайское и Коробицино;А;Из СПб;http://elvispiter.ru/images/64%20%D0%BA%D0%BC%20800%20%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%BF.%D0%9E%D0%B3%D0%BE%D0%BD%D1%8C%D0%BA%D0%B8%2C%20%D0%90%D0%97%D0%A1%20%D0%92%D0%A2%D0%9A%2C%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%20%D0%BF%D0%BE%D0%B2%D0%BE%D1%80%D0%BE%D1%82%D0%BE%D0%BC%20%D0%BD%D0%B0%20%D0%9F%D0%B5%D1%80%D0%B2%D0%BE%D0%BC%D0%B0%D0%B9%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B8%20%D0%9A%D0%BE%D1%80%D0%BE%D0%B1%D0%B8%D1%86%D0%B8%D0%BD%D0%BE%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1%2C%20%D0%90.jpg
tr31.1;2.9.;64 км 800 м, Трасса СКАНДИНАВИЯ, п.Огоньки, АЗС "ВТК", перед поворотом на Первомайское и Коробицино;Б;В СПб;http://elvispiter.ru/images/64%20%D0%BA%D0%BC%20800%20%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%BF.%D0%9E%D0%B3%D0%BE%D0%BD%D1%8C%D0%BA%D0%B8%2C%20%D0%90%D0%97%D0%A1%20%D0%92%D0%A2%D0%9A%2C%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%20%D0%BF%D0%BE%D0%B2%D0%BE%D1%80%D0%BE%D1%82%D0%BE%D0%BC%20%D0%BD%D0%B0%20%D0%9F%D0%B5%D1%80%D0%B2%D0%BE%D0%BC%D0%B0%D0%B9%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B8%20%D0%9A%D0%BE%D1%80%D0%BE%D0%B1%D0%B8%D1%86%D0%B8%D0%BD%D0%BE%2C%20%D0%B2%20%D0%A1%D0%9F%D0%B1.JPG
tr474.0;2.85.;64 км 850 м, Трасса СКАНДИНАВИЯ, п.Огоньки, АЗС "ВТК", перед поворотом на Первомайское и Коробицино;А;Из СПб;http://elvispiter.ru/images/64%D0%BA%D0%BC%20800%D0%BC%20%D0%A1%D0%BA%D0%B0%D0%BD%D0%B4%D0%B8%D0%BD%D0%B0%D0%B2%D0%B8%D1%8F%20%20%D0%90.JPG
tr474.1;2.85.;64 км 850 м, Трасса СКАНДИНАВИЯ, п.Огоньки, АЗС "ВТК", перед поворотом на Первомайское и Коробицино;Б;В СПб;http://elvispiter.ru/images/64%D0%BA%D0%BC%20800%D0%BC%20%D0%A1%D0%BA%D0%B0%D0%BD%D0%B4%D0%B8%D0%BD%D0%B0%D0%B2%D0%B8%D1%8F%20%D0%91.JPG
tr32.0;2.10.;65 км 600 м, Трасса СКАНДИНАВИЯ, п. Огоньки, АЗС "ВТК", поворот на Первомайское и Коробицино;А;Из СПб;http://elvispiter.ru/images/65%20%D0%BA%D0%BC%20600%20%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%BF.%20%D0%9E%D0%B3%D0%BE%D0%BD%D1%8C%D0%BA%D0%B8%2C%20%D0%90%D0%97%D0%A1%20%D0%92%D0%A2%D0%9A%2C%20%D0%BF%D0%BE%D0%B2%D0%BE%D1%80%D0%BE%D1%82%20%D0%BD%D0%B0%20%D0%9F%D0%B5%D1%80%D0%B2%D0%BE%D0%BC%D0%B0%D0%B9%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B8%20%D0%9A%D0%BE%D1%80%D0%BE%D0%B1%D0%B8%D1%86%D0%B8%D0%BD%D0%BE%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1%2C%20%D0%90.jpg
tr32.1;2.10.;65 км 600 м, Трасса СКАНДИНАВИЯ, п. Огоньки, АЗС "ВТК", поворот на Первомайское и Коробицино;Б;В СПб;http://elvispiter.ru/images/65%20%D0%BA%D0%BC%20600%20%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%BF.%20%D0%9E%D0%B3%D0%BE%D0%BD%D1%8C%D0%BA%D0%B8%2C%20%D0%90%D0%97%D0%A1%20%D0%92%D0%A2%D0%9A%2C%20%D0%BF%D0%BE%D0%B2%D0%BE%D1%80%D0%BE%D1%82%20%D0%BD%D0%B0%20%D0%9F%D0%B5%D1%80%D0%B2%D0%BE%D0%BC%D0%B0%D0%B9%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B8%20%D0%9A%D0%BE%D1%80%D0%BE%D0%B1%D0%B8%D1%86%D0%B8%D0%BD%D0%BE%2C%20%D0%B2%20%D0%A1%D0%9F%D0%B1%2C%20%D0%91.jpg
tr24.0;2.31.;66 км 850м, Трасса СКАНДИНАВИЯ;А;Из СПб;http://elvispiter.ru/images/66%20%D0%BA%D0%BC%20850%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1%2C%20%D0%90.jpg
tr24.1;2.31.;66 км 850м, Трасса СКАНДИНАВИЯ;Б;В СПб;http://elvispiter.ru/images/66%20%D0%BA%D0%BC%20850%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%B2%20%D0%A1%D0%9F%D0%B1%2C%20%D0%91.jpg
tr299.0;2.56.;70 км 909м, Трасса СКАНДИНАВИЯ;А;Из СПб;http://elvispiter.ru/images/70%20%D0%BA%D0%BC%20909%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1.jpg
tr299.1;2.56.;70 км 909м, Трасса СКАНДИНАВИЯ;Б;В СПб;http://elvispiter.ru/images/70%20%D0%BA%D0%BC%20909%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%B2%20%D0%A1%D0%9F%D0%B1_2.jpg
tr300.0;2.57.;71 км 739м, Трасса СКАНДИНАВИЯ;А;Из СПб;http://elvispiter.ru/images/71%20%D0%BA%D0%BC%20739%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1_2.jpg
tr300.1;2.57.;71 км 739м, Трасса СКАНДИНАВИЯ;Б;В СПб;http://elvispiter.ru/images/2.57_71%20%D0%BA%D0%BC%20739%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%B2%20%D0%A1%D0%9F%D0%B1_%D0%91.jpg
tr301.0;2.58.;72 км 870м, Трасса СКАНДИНАВИЯ;А;Из СПб;http://elvispiter.ru/images/72%20%D0%BA%D0%BC%20870%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1.jpg
tr301.1;2.58.;72 км 870м, Трасса СКАНДИНАВИЯ;Б;В СПб;http://elvispiter.ru/images/72%20%D0%BA%D0%BC%20870%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%B2%20%D0%A1%D0%9F%D0%B1.jpg
tr302.0;2.59.;77 км 496м, Трасса СКАНДИНАВИЯ;А;Из СПб;http://elvispiter.ru/images/77%20%D0%BA%D0%BC%20496%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1.jpg
tr302.1;2.59.;77 км 496м, Трасса СКАНДИНАВИЯ;Б;В СПб;http://elvispiter.ru/images/77%20%D0%BA%D0%BC%20496%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%20%D0%91.jpg
tr321.0;2.60.;78 км 056м, Трасса СКАНДИНАВИЯ;А;Из СПб;http://elvispiter.ru/images/77%20%D0%BA%D0%BC%20496%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1%20%D0%90.JPG
tr321.1;2.60.;78 км 056м, Трасса СКАНДИНАВИЯ;Б;В СПб;http://elvispiter.ru/images/78%20%D0%BA%D0%BC%20056%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%20%D0%91.jpg
tr304.0;2.61;79 км 262м, Трасса СКАНДИНАВИЯ;А;Из СПб;http://elvispiter.ru/images/79%20%D0%BA%D0%BC%20262%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%91%2C%20%D0%90.jpg
tr304.1;2.61;79 км 262м, Трасса СКАНДИНАВИЯ;Б;В СПб;http://elvispiter.ru/images/79%20%D0%BA%D0%BC%20262%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%20%D0%91.jpg
tr33.0;2.11.;81 км 200 м, Трасса СКАНДИНАВИЯ,  Мотель "Вигвам";А;В СПб;http://elvispiter.ru/images/81%20%D0%BA%D0%BC%20%D0%A1%D0%BA%D0%B0%D0%BD%D0%B4%20%D0%90.JPG
tr33.1;2.11.;81 км 200 м, Трасса СКАНДИНАВИЯ,  Мотель "Вигвам";Б;Из СПб;http://elvispiter.ru/images/81%D0%BA%D0%BC%20%D0%91.jpg
tr34.0;2.12.;83 км 600м, Трасса СКАНДИНАВИЯ, комплексы АЗС "Славнефть";А;Из СПб;http://elvispiter.ru/images/83%20%D0%BA%D0%BC%20600%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%BA%D0%BE%D0%BC%D0%BF%D0%BB%D0%B5%D0%BA%D1%81%D1%8B%20%D0%90%D0%97%D0%A1%20%D0%A1%D0%BB%D0%B0%D0%B2%D0%BD%D0%B5%D1%84%D1%82%D1%8C%20%D0%90.jpg
tr34.1;2.12.;83 км 600м, Трасса СКАНДИНАВИЯ, комплексы АЗС "Славнефть";Б;В СПб;http://elvispiter.ru/images/83%20%D0%BA%D0%BC%20600%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%BA%D0%BE%D0%BC%D0%BF%D0%BB%D0%B5%D0%BA%D1%81%D1%8B%20%D0%90%D0%97%D0%A1%20%D0%A1%D0%BB%D0%B0%D0%B2%D0%BD%D0%B5%D1%84%D1%82%D1%8C%20%D0%91.jpg
tr305.0;2.62;87 км 107м, Трасса СКАНДИНАВИЯ;А;Из СПб;http://elvispiter.ru/images/87%20%D0%BA%D0%BC%20107%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1%2C%20%D0%90.jpg
tr305.1;2.62;87 км 107м, Трасса СКАНДИНАВИЯ;Б;В СПб;http://elvispiter.ru/images/87%20%D0%BA%D0%BC%20107%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF.jpg
tr306.0;2.63;87 км 540м, Трасса СКАНДИНАВИЯ;А;Из СПб;http://elvispiter.ru/images/87%20%D0%BA%D0%BC%20540%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1%2C%20%D0%90.jpg
tr306.1;2.63;87 км 540м, Трасса СКАНДИНАВИЯ;Б;В СПб;http://elvispiter.ru/images/87%20%D0%BA%D0%BC%20540%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%20%D0%91.jpg
tr307.0;2.64.;92 км 452м, Трасса СКАНДИНАВИЯ;А;Из СПб;http://elvispiter.ru/images/92%20%D0%BA%D0%BC%20452%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%91%2C%20%D0%90.jpg
tr307.1;2.64.;92 км 452м, Трасса СКАНДИНАВИЯ;Б;В СПб;http://elvispiter.ru/images/92%20%D0%BA%D0%BC%20452%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%20%D0%91.jpg
tr308.0;2.65.;93 км 564м, Трасса СКАНДИНАВИЯ;А;Из СПб;http://elvispiter.ru/images/93%20%D0%BA%D0%BC%20564%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1%2C%20%D0%90.jpg
tr308.1;2.65.;93 км 564м, Трасса СКАНДИНАВИЯ;Б;В СПб;http://elvispiter.ru/images/93%20%D0%BA%D0%BC%20564%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%20%D0%91%20%D0%B2%20%D0%A1%D0%9F%D0%B1.jpg
tr309.0;2.66.;93 км 565м, Трасса СКАНДИНАВИЯ;А;В СПб;http://elvispiter.ru/images/93%20%D0%BA%D0%BC%20565%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%20%D0%90.jpg
tr309.1;2.66.;93 км 565м, Трасса СКАНДИНАВИЯ;Б;Из СПб;http://elvispiter.ru/images/93%20%D0%BA%D0%BC%20565%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1%2C%20%D0%91.jpg
tr310.0;2.67.;96 км 226м, Трасса СКАНДИНАВИЯ;А;Из СПб;http://elvispiter.ru/images/96%20%D0%BA%D0%BC%20226%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1-2.jpg
tr310.1;2.67.;96 км 226м, Трасса СКАНДИНАВИЯ;Б;В СПб;http://elvispiter.ru/images/96%20%D0%BA%D0%BC%20226%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%20%D0%91.jpg
tr311.0;2.68;97 км 639м, Трасса СКАНДИНАВИЯ;А;Из СПб;http://elvispiter.ru/images/97%20%D0%BA%D0%BC%20639%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1.jpg
tr311.1;2.68;97 км 639м, Трасса СКАНДИНАВИЯ;Б;В СПб;http://elvispiter.ru/images/97%20%D0%BA%D0%BC%20639%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%20%D0%91.jpg
tr35.0;2.13.;98 км 100м, Трасса СКАНДИНАВИЯ,  комплексы АЗС "Лукойл";А;Из СПб;http://elvispiter.ru/images/98%20%D0%BA%D0%BC%20100%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%BA%D0%BE%D0%BC%D0%BF%D0%BB%D0%B5%D0%BA%D1%81%D1%8B%20%D0%90%D0%97%D0%A1%20%D0%9B%D1%83%D0%BA%D0%BE%D0%B9%D0%BB%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1%2C%20%D0%90.jpg
tr35.1;2.13.;98 км 100м, Трасса СКАНДИНАВИЯ,  комплексы АЗС "Лукойл";Б;В СПб;http://elvispiter.ru/images/98%20%D0%BA%D0%BC%20100%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%BA%D0%BE%D0%BC%D0%BF%D0%BB%D0%B5%D0%BA%D1%81%D1%8B%20%D0%90%D0%97%D0%A1%20%D0%9B%D1%83%D0%BA%D0%BE%D0%B9%D0%BB%20%D0%91.jpg
tr36.0;2.14.;98 км 250 м, Трасса СКАНДИНАВИЯ,   комплексы АЗС "Лукойл";А;В СПб;http://elvispiter.ru/images/98%20%D0%BA%D0%BC%20250%20%D0%BC%2C%20%D0%A2%D1%80%D0%B0%D1%81%D1%81%D0%B0%20%D0%A1%D0%9A%D0%90%D0%9D%D0%94%D0%98%D0%9D%D0%90%D0%92%D0%98%D0%AF%2C%20%D0%BA%D0%BE%D0%BC%D0%BF%D0%BB%D0%B5%D0%BA%D1%81%D1%8B%20%D0%90%D0%97%D0%A1%20%D0%9B%D1%83%D0%BA%D0%BE%D0%B9%D0%BB%20%D0%90.jpg
